date,open,close,high,low,volume
2025-01-02,15.05,14.81,15.67,14.66,56121.36
2025-01-03,14.86,14.27,15.04,14.2,45570.07
2025-01-06,14.27,14.29,14.46,13.99,38617.81
2025-01-07,14.21,14.52,14.54,14.21,24698.89
2025-01-08,14.51,14.55,14.6,14.07,33340.0
2025-01-09,14.65,14.3,14.67,14.3,25852.0
2025-01-10,14.47,13.95,14.47,13.9,32151.61
2025-01-13,13.75,13.97,14.06,13.63,25133.68
2025-01-14,14.07,14.3,14.37,13.93,32200.01
2025-01-15,14.31,14.23,14.32,14.11,25335.0
2025-01-16,14.28,14.23,14.55,14.15,25196.06
2025-01-17,14.19,14.34,14.43,14.12,22935.06
2025-01-20,14.34,14.38,14.6,14.1,38219.53
2025-01-21,14.32,14.36,14.75,14.32,48214.0
2025-01-22,14.25,13.99,14.35,13.95,31037.01
2025-01-23,14.06,14.06,14.4,14.04,41997.0
2025-01-24,14.01,14.2,14.22,13.95,29915.33
2025-01-27,14.22,14.2,14.48,14.17,36804.01
2025-02-05,14.3,14.17,14.3,14.11,26171.07
2025-02-06,14.13,13.76,14.17,13.71,53835.96
2025-02-07,13.75,14.15,14.29,13.52,73197.88
2025-02-10,14.14,15.57,15.57,14.14,117130.04
2025-02-11,15.67,15.25,15.91,15.12,115445.57
2025-02-12,15.29,15.28,15.35,14.71,84783.01
2025-02-13,15.06,15.13,15.27,15.0,66168.29
2025-02-14,15.05,16.03,16.6,14.86,122859.53
2025-02-17,15.93,15.88,16.26,15.82,62479.0
2025-02-18,15.92,15.57,16.02,15.52,46595.97
2025-02-19,15.51,15.81,15.89,15.34,47285.1
2025-02-20,15.88,15.48,15.89,15.42,41364.96
2025-02-21,15.55,15.48,15.68,15.2,40619.0
2025-02-24,15.42,15.3,15.55,15.22,34295.81
2025-02-25,15.15,15.0,15.2,14.75,49133.27
2025-02-26,15.07,15.17,15.37,14.85,43096.94
2025-02-27,15.15,15.28,15.46,15.02,40789.26
2025-02-28,15.24,15.04,15.35,14.93,48192.88
2025-03-03,15.07,14.87,15.2,14.87,39156.94
2025-03-04,14.94,15.13,15.18,14.6,41447.3
2025-03-05,15.1,14.78,15.18,14.65,34203.0
2025-03-06,14.85,15.04,15.1,14.7,34190.85
2025-03-07,14.97,14.69,15.04,14.66,31971.02
2025-03-10,14.73,14.59,14.78,14.55,25521.25
2025-03-11,14.51,14.84,14.99,14.38,57423.28
2025-03-12,14.81,14.8,15.22,14.73,46046.53
2025-03-13,14.75,14.73,14.83,14.47,27235.3
2025-03-14,14.68,14.97,14.99,14.68,29884.22
2025-03-17,15.04,14.87,15.12,14.84,27934.32
2025-03-18,14.88,14.71,14.9,14.64,26599.38
2025-03-19,14.71,14.7,14.78,14.64,15971.16
2025-03-20,14.7,14.57,14.75,14.48,21581.25
2025-03-21,14.47,14.53,14.74,14.29,36641.44
2025-03-24,14.55,14.7,15.1,14.39,67094.5
2025-03-25,14.7,15.17,15.2,14.61,75990.96
2025-03-26,15.17,15.1,15.38,15.06,38460.09
2025-03-27,15.1,15.38,15.53,14.91,49894.0
2025-03-28,15.37,15.44,15.49,15.28,41072.46
2025-03-31,15.36,14.85,15.48,14.78,58799.11
2025-04-01,14.83,14.93,15.14,14.75,30851.0
2025-04-02,14.93,14.86,15.15,14.75,20305.38
2025-04-03,14.73,15.0,15.16,14.73,27862.0
2025-04-07,14.1,13.5,14.77,13.5,55387.04
2025-04-08,13.39,13.27,13.5,12.82,64191.35
2025-04-09,13.01,13.93,13.99,12.81,64828.44
2025-04-10,13.93,14.29,14.36,13.88,58789.22
2025-04-11,14.2,14.02,14.28,13.92,37468.01
2025-04-14,14.08,14.2,14.37,14.05,27250.88
2025-04-15,14.2,14.21,14.29,13.98,24900.24
2025-04-16,14.21,14.22,14.42,14.02,32305.01
2025-04-17,14.14,14.36,14.68,14.11,40380.0
2025-04-18,14.27,14.73,14.8,14.27,33687.44
2025-04-21,14.73,14.94,15.02,14.58,31462.79
2025-04-22,15.05,15.17,15.39,14.94,40132.9
2025-04-23,15.18,15.42,15.6,15.11,49822.09
2025-04-24,15.48,15.29,15.59,15.06,35161.0
2025-04-25,15.22,15.15,15.51,15.09,37758.18
2025-04-28,15.66,15.46,15.75,15.1,70974.0
2025-04-29,15.44,15.24,15.89,15.19,55040.04
2025-04-30,15.28,16.16,16.26,15.26,89329.84
2025-05-06,16.18,15.92,16.2,15.52,67332.15
2025-05-07,16.11,15.95,16.4,15.9,52042.41
2025-05-08,15.89,16.18,16.36,15.81,55864.48
2025-05-09,16.32,16.8,16.8,16.17,69490.83
2025-05-12,16.83,16.55,17.19,16.48,68337.01
2025-05-13,16.6,17.19,17.62,16.5,86380.94
2025-05-14,17.25,17.18,17.44,17.08,43216.02
2025-05-15,17.2,17.06,17.28,16.9,37404.4
2025-05-16,17.05,16.98,17.18,16.67,42823.1
2025-05-19,17.06,17.33,17.6,17.0,59459.01
